Vardas              Pavarde             Galutinis(vid.)/  Galutinis(med.)
Vardas8549          Pavarde8549         1.2               6
Vardas8550          Pavarde8550         2.4               5
Vardas8551          Pavarde8551         4.8               4
Vardas8552          Pavarde8552         2.4               5
Vardas8553          Pavarde8553         3                 4
Vardas8554          Pavarde8554         6                 6
Vardas8555          Pavarde8555         1.2               5
Vardas8556          Pavarde8556         6                 4
Vardas8557          Pavarde8557         6                 3
Vardas8558          Pavarde8558         3                 7
Vardas8559          Pavarde8559         3.6               4
Vardas8560          Pavarde8560         1.8               6
Vardas8561          Pavarde8561         4.8               5
Vardas8562          Pavarde8562         1.8               5
Vardas8563          Pavarde8563         3.6               3
Vardas8564          Pavarde8564         4.8               4
Vardas8565          Pavarde8565         6                 4
Vardas8566          Pavarde8566         0.6               5
Vardas8567          Pavarde8567         6                 4
Vardas8568          Pavarde8568         5.4               6
Vardas8569          Pavarde8569         0.6               7
Vardas8570          Pavarde8570         3.6               5
Vardas8571          Pavarde8571         4.8               6
Vardas8572          Pavarde8572         0.6               4
Vardas8573          Pavarde8573         1.2               6
Vardas8574          Pavarde8574         1.8               4
Vardas8575          Pavarde8575         0.6               4
Vardas8576          Pavarde8576         0.6               3
Vardas8577          Pavarde8577         6                 6
Vardas8578          Pavarde8578         1.2               6
Vardas8579          Pavarde8579         3.6               3
Vardas8580          Pavarde8580         4.2               4
Vardas8581          Pavarde8581         3.6               6
Vardas8582          Pavarde8582         4.8               6
Vardas8583          Pavarde8583         0.6               5
Vardas8584          Pavarde8584         3                 4
Vardas8585          Pavarde8585         1.2               4
Vardas8586          Pavarde8586         5.4               5
Vardas8587          Pavarde8587         4.2               3
Vardas8588          Pavarde8588         6                 6
Vardas8589          Pavarde8589         3                 4
Vardas8590          Pavarde8590         4.2               5
Vardas8591          Pavarde8591         1.2               6
Vardas8592          Pavarde8592         0.6               7
Vardas8593          Pavarde8593         4.2               4
Vardas8594          Pavarde8594         4.8               6
Vardas8595          Pavarde8595         2.4               5
Vardas8596          Pavarde8596         1.8               4
Vardas8597          Pavarde8597         5.4               6
Vardas8598          Pavarde8598         6                 3
Vardas8599          Pavarde8599         4.2               4
Vardas8600          Pavarde8600         1.2               5
Vardas8601          Pavarde8601         3.6               5
Vardas8602          Pavarde8602         4.2               6
Vardas8603          Pavarde8603         4.8               5
Vardas8604          Pavarde8604         4.8               4
Vardas8605          Pavarde8605         1.2               5
Vardas8606          Pavarde8606         0.6               4
Vardas8607          Pavarde8607         3                 4
Vardas8608          Pavarde8608         2.4               4
Vardas8609          Pavarde8609         4.8               6
Vardas8610          Pavarde8610         4.2               5
Vardas8611          Pavarde8611         3.6               6
Vardas8612          Pavarde8612         1.2               4
Vardas8613          Pavarde8613         3.6               5
Vardas8614          Pavarde8614         1.2               4
Vardas8615          Pavarde8615         4.8               5
Vardas8616          Pavarde8616         4.2               4
Vardas8617          Pavarde8617         1.8               4
Vardas8618          Pavarde8618         6                 5
Vardas8619          Pavarde8619         4.2               6
Vardas8620          Pavarde8620         2.4               6
Vardas8621          Pavarde8621         0.6               5
Vardas8622          Pavarde8622         2.4               5
Vardas8623          Pavarde8623         2.4               6
Vardas8624          Pavarde8624         5.4               5
Vardas8625          Pavarde8625         1.8               6
Vardas8626          Pavarde8626         1.2               4
Vardas8627          Pavarde8627         4.2               5
Vardas8628          Pavarde8628         4.8               8
Vardas8629          Pavarde8629         3.6               6
Vardas8630          Pavarde8630         3                 4
Vardas8631          Pavarde8631         4.2               7
Vardas8632          Pavarde8632         2.4               6
Vardas8633          Pavarde8633         2.4               4
Vardas8634          Pavarde8634         0.6               6
Vardas8635          Pavarde8635         1.2               5
Vardas8636          Pavarde8636         5.4               4
Vardas8637          Pavarde8637         4.2               5
Vardas8638          Pavarde8638         0.6               4
Vardas8639          Pavarde8639         1.8               4
Vardas8640          Pavarde8640         1.8               6
Vardas8641          Pavarde8641         4.8               4
Vardas8642          Pavarde8642         0.6               4
Vardas8643          Pavarde8643         3                 4
Vardas8644          Pavarde8644         4.8               6
Vardas8645          Pavarde8645         3.6               5
Vardas8646          Pavarde8646         1.2               3
Vardas8647          Pavarde8647         4.8               5
Vardas8648          Pavarde8648         4.2               5
Vardas8649          Pavarde8649         0.6               6
Vardas8650          Pavarde8650         3                 6
Vardas8651          Pavarde8651         1.8               5
Vardas8652          Pavarde8652         3                 6
Vardas8653          Pavarde8653         1.8               5
Vardas8654          Pavarde8654         5.4               4
Vardas8655          Pavarde8655         3                 4
Vardas8656          Pavarde8656         4.2               8
Vardas8657          Pavarde8657         3.6               5
Vardas8658          Pavarde8658         5.4               4
Vardas8659          Pavarde8659         5.4               6
Vardas8660          Pavarde8660         5.4               7
Vardas8661          Pavarde8661         6                 4
Vardas8662          Pavarde8662         4.2               4
Vardas8663          Pavarde8663         6                 7
Vardas8664          Pavarde8664         4.2               3
Vardas8665          Pavarde8665         4.2               5
Vardas8666          Pavarde8666         1.2               6
Vardas8667          Pavarde8667         3.6               4
Vardas8668          Pavarde8668         0.6               4
Vardas8669          Pavarde8669         6                 5
Vardas8670          Pavarde8670         3.6               7
Vardas8671          Pavarde8671         1.8               5
Vardas8672          Pavarde8672         2.4               5
Vardas8673          Pavarde8673         1.8               5
Vardas8674          Pavarde8674         3.6               4
Vardas8675          Pavarde8675         3                 5
Vardas8676          Pavarde8676         3                 4
Vardas8677          Pavarde8677         4.2               3
Vardas8678          Pavarde8678         0.6               4
Vardas8679          Pavarde8679         0.6               4
Vardas8680          Pavarde8680         6                 5
Vardas8681          Pavarde8681         1.2               4
Vardas8682          Pavarde8682         4.2               5
Vardas8683          Pavarde8683         0.6               6
Vardas8684          Pavarde8684         4.2               5
Vardas8685          Pavarde8685         1.8               3
Vardas8686          Pavarde8686         2.4               5
Vardas8687          Pavarde8687         4.2               6
Vardas8688          Pavarde8688         2.4               3
Vardas8689          Pavarde8689         4.2               6
Vardas8690          Pavarde8690         3.6               5
Vardas8691          Pavarde8691         3                 5
Vardas8692          Pavarde8692         3.6               6
Vardas8693          Pavarde8693         3                 5
Vardas8694          Pavarde8694         1.8               5
Vardas8695          Pavarde8695         2.4               4
Vardas8696          Pavarde8696         5.4               5
Vardas8697          Pavarde8697         2.4               4
Vardas8698          Pavarde8698         6                 5
Vardas8699          Pavarde8699         5.4               5
Vardas8700          Pavarde8700         3                 3
Vardas8701          Pavarde8701         4.2               4
Vardas8702          Pavarde8702         4.8               6
Vardas8703          Pavarde8703         4.8               6
Vardas8704          Pavarde8704         0.6               3
Vardas8705          Pavarde8705         4.8               6
Vardas8706          Pavarde8706         6                 5
Vardas8707          Pavarde8707         3                 5
Vardas8708          Pavarde8708         3                 6
Vardas8709          Pavarde8709         1.8               5
Vardas8710          Pavarde8710         1.2               5
Vardas8711          Pavarde8711         4.8               6
Vardas8712          Pavarde8712         4.8               6
Vardas8713          Pavarde8713         5.4               5
Vardas8714          Pavarde8714         6                 4
Vardas8715          Pavarde8715         6                 3
Vardas8716          Pavarde8716         6                 4
Vardas8717          Pavarde8717         3                 4
Vardas8718          Pavarde8718         6                 5
Vardas8719          Pavarde8719         6                 6
Vardas8720          Pavarde8720         5.4               6
Vardas8721          Pavarde8721         3                 5
Vardas8722          Pavarde8722         3.6               6
Vardas8723          Pavarde8723         6                 4
Vardas8724          Pavarde8724         0.6               6
Vardas8725          Pavarde8725         1.2               5
Vardas8726          Pavarde8726         1.2               4
Vardas8727          Pavarde8727         0.6               4
Vardas8728          Pavarde8728         0.6               4
Vardas8729          Pavarde8729         0.6               3
Vardas8730          Pavarde8730         2.4               5
Vardas8731          Pavarde8731         6                 6
Vardas8732          Pavarde8732         2.4               3
Vardas8733          Pavarde8733         4.2               6
Vardas8734          Pavarde8734         4.8               3
Vardas8735          Pavarde8735         0.6               6
Vardas8736          Pavarde8736         3.6               6
Vardas8737          Pavarde8737         4.2               5
Vardas8738          Pavarde8738         3                 4
Vardas8739          Pavarde8739         3.6               5
Vardas8740          Pavarde8740         3.6               4
Vardas8741          Pavarde8741         1.8               6
Vardas8742          Pavarde8742         1.8               4
Vardas8743          Pavarde8743         3.6               4
Vardas8744          Pavarde8744         1.8               5
Vardas8745          Pavarde8745         4.8               6
Vardas8746          Pavarde8746         5.4               4
Vardas8747          Pavarde8747         5.4               3
Vardas8748          Pavarde8748         1.8               4
Vardas8749          Pavarde8749         3.6               2
Vardas8750          Pavarde8750         1.2               3
Vardas8751          Pavarde8751         3.6               4
Vardas8752          Pavarde8752         1.2               4
Vardas8753          Pavarde8753         4.8               6
Vardas8754          Pavarde8754         1.2               4
Vardas8755          Pavarde8755         4.8               6
Vardas8756          Pavarde8756         3.6               3
Vardas8757          Pavarde8757         2.4               5
Vardas8758          Pavarde8758         3.6               5
Vardas8759          Pavarde8759         1.2               4
Vardas8760          Pavarde8760         3.6               5
Vardas8761          Pavarde8761         4.2               6
Vardas8762          Pavarde8762         6                 5
Vardas8763          Pavarde8763         3                 5
Vardas8764          Pavarde8764         4.8               8
Vardas8765          Pavarde8765         1.8               5
Vardas8766          Pavarde8766         4.8               6
Vardas8767          Pavarde8767         4.8               6
Vardas8768          Pavarde8768         1.8               3
Vardas8769          Pavarde8769         5.4               4
Vardas8770          Pavarde8770         1.8               4
Vardas8771          Pavarde8771         1.8               5
Vardas8772          Pavarde8772         6                 4
Vardas8773          Pavarde8773         3                 4
Vardas8774          Pavarde8774         3                 6
Vardas8775          Pavarde8775         4.2               4
Vardas8776          Pavarde8776         0.6               7
Vardas8777          Pavarde8777         3.6               7
Vardas8778          Pavarde8778         1.8               7
Vardas8779          Pavarde8779         5.4               5
Vardas8780          Pavarde8780         3                 5
Vardas8781          Pavarde8781         3.6               6
Vardas8782          Pavarde8782         3                 3
Vardas8783          Pavarde8783         5.4               4
Vardas8784          Pavarde8784         1.2               4
Vardas8785          Pavarde8785         5.4               4
Vardas8786          Pavarde8786         4.2               5
Vardas8787          Pavarde8787         4.2               4
Vardas8788          Pavarde8788         3                 5
Vardas8789          Pavarde8789         3                 4
Vardas8790          Pavarde8790         3                 4
Vardas8791          Pavarde8791         1.8               4
Vardas8792          Pavarde8792         5.4               6
Vardas8793          Pavarde8793         1.2               5
Vardas8794          Pavarde8794         1.2               5
Vardas8795          Pavarde8795         3                 4
Vardas8796          Pavarde8796         0.6               7
Vardas8797          Pavarde8797         5.4               6
Vardas8798          Pavarde8798         2.4               8
Vardas8799          Pavarde8799         3.6               6
Vardas8800          Pavarde8800         6                 6
Vardas8801          Pavarde8801         1.8               6
Vardas8802          Pavarde8802         1.2               4
Vardas8803          Pavarde8803         4.2               5
Vardas8804          Pavarde8804         4.8               3
Vardas8805          Pavarde8805         1.8               5
Vardas8806          Pavarde8806         1.8               4
Vardas8807          Pavarde8807         1.2               7
Vardas8808          Pavarde8808         4.8               4
Vardas8809          Pavarde8809         0.6               6
Vardas8810          Pavarde8810         5.4               4
Vardas8811          Pavarde8811         3.6               4
Vardas8812          Pavarde8812         3.6               3
Vardas8813          Pavarde8813         4.2               5
Vardas8814          Pavarde8814         2.4               4
Vardas8815          Pavarde8815         3                 6
Vardas8816          Pavarde8816         0.6               6
Vardas8817          Pavarde8817         0.6               6
Vardas8818          Pavarde8818         6                 6
Vardas8819          Pavarde8819         4.8               5
Vardas8820          Pavarde8820         2.4               3
Vardas8821          Pavarde8821         0.6               7
Vardas8822          Pavarde8822         3.6               4
Vardas8823          Pavarde8823         4.2               5
Vardas8824          Pavarde8824         0.6               6
Vardas8825          Pavarde8825         3                 6
Vardas8826          Pavarde8826         3.6               5
Vardas8827          Pavarde8827         0.6               5
Vardas8828          Pavarde8828         0.6               5
Vardas8829          Pavarde8829         1.8               5
Vardas8830          Pavarde8830         1.8               2
Vardas8831          Pavarde8831         2.4               8
Vardas8832          Pavarde8832         0.6               5
Vardas8833          Pavarde8833         0.6               6
Vardas8834          Pavarde8834         6                 4
Vardas8835          Pavarde8835         4.2               4
Vardas8836          Pavarde8836         4.8               6
Vardas8837          Pavarde8837         3.6               4
Vardas8838          Pavarde8838         5.4               5
Vardas8839          Pavarde8839         2.4               5
Vardas8840          Pavarde8840         3.6               5
Vardas8841          Pavarde8841         1.2               7
Vardas8842          Pavarde8842         3.6               6
Vardas8843          Pavarde8843         6                 5
Vardas8844          Pavarde8844         3.6               3
Vardas8845          Pavarde8845         1.2               6
Vardas8846          Pavarde8846         2.4               5
Vardas8847          Pavarde8847         1.8               5
Vardas8848          Pavarde8848         3                 4
Vardas8849          Pavarde8849         1.8               5
Vardas8850          Pavarde8850         1.8               6
Vardas8851          Pavarde8851         0.6               4
Vardas8852          Pavarde8852         5.4               6
Vardas8853          Pavarde8853         3                 5
Vardas8854          Pavarde8854         5.4               7
Vardas8855          Pavarde8855         5.4               3
Vardas8856          Pavarde8856         6                 7
Vardas8857          Pavarde8857         4.2               5
Vardas8858          Pavarde8858         1.8               3
Vardas8859          Pavarde8859         3.6               5
Vardas8860          Pavarde8860         1.8               7
Vardas8861          Pavarde8861         4.8               6
Vardas8862          Pavarde8862         0.6               5
Vardas8863          Pavarde8863         5.4               4
Vardas8864          Pavarde8864         6                 6
Vardas8865          Pavarde8865         5.4               4
Vardas8866          Pavarde8866         3                 4
Vardas8867          Pavarde8867         2.4               3
Vardas8868          Pavarde8868         1.2               4
Vardas8869          Pavarde8869         1.8               5
Vardas8870          Pavarde8870         6                 5
Vardas8871          Pavarde8871         1.2               3
Vardas8872          Pavarde8872         1.8               4
Vardas8873          Pavarde8873         5.4               5
Vardas8874          Pavarde8874         2.4               5
Vardas8875          Pavarde8875         1.8               4
Vardas8876          Pavarde8876         0.6               5
Vardas8877          Pavarde8877         3.6               4
Vardas8878          Pavarde8878         1.8               5
Vardas8879          Pavarde8879         0.6               4
Vardas8880          Pavarde8880         1.2               5
Vardas8881          Pavarde8881         1.8               4
Vardas8882          Pavarde8882         5.4               5
Vardas8883          Pavarde8883         3                 4
Vardas8884          Pavarde8884         1.8               7
Vardas8885          Pavarde8885         6                 4
Vardas8886          Pavarde8886         1.2               4
Vardas8887          Pavarde8887         3                 5
Vardas8888          Pavarde8888         3                 2
Vardas8889          Pavarde8889         0.6               6
Vardas8890          Pavarde8890         4.2               6
Vardas8891          Pavarde8891         3.6               5
Vardas8892          Pavarde8892         4.8               2
Vardas8893          Pavarde8893         0.6               5
Vardas8894          Pavarde8894         5.4               5
Vardas8895          Pavarde8895         1.8               4
Vardas8896          Pavarde8896         2.4               6
Vardas8897          Pavarde8897         3.6               6
Vardas8898          Pavarde8898         4.8               4
Vardas8899          Pavarde8899         4.8               7
Vardas8900          Pavarde8900         6                 5
Vardas8901          Pavarde8901         5.4               6
Vardas8902          Pavarde8902         1.8               3
Vardas8903          Pavarde8903         3.6               5
Vardas8904          Pavarde8904         0.6               6
Vardas8905          Pavarde8905         4.8               7
Vardas8906          Pavarde8906         3                 3
Vardas8907          Pavarde8907         3.6               7
Vardas8908          Pavarde8908         2.4               5
Vardas8909          Pavarde8909         4.8               4
Vardas8910          Pavarde8910         2.4               6
Vardas8911          Pavarde8911         1.2               3
Vardas8912          Pavarde8912         4.8               5
Vardas8913          Pavarde8913         2.4               6
Vardas8914          Pavarde8914         3                 5
Vardas8915          Pavarde8915         1.8               5
Vardas8916          Pavarde8916         5.4               4
Vardas8917          Pavarde8917         5.4               4
Vardas8918          Pavarde8918         5.4               3
Vardas8919          Pavarde8919         2.4               4
Vardas8920          Pavarde8920         6                 6
Vardas8921          Pavarde8921         3.6               6
Vardas8922          Pavarde8922         6                 7
Vardas8923          Pavarde8923         4.2               5
Vardas8924          Pavarde8924         3.6               8
Vardas8925          Pavarde8925         6                 2
Vardas8926          Pavarde8926         6                 5
Vardas8927          Pavarde8927         1.8               6
Vardas8928          Pavarde8928         4.8               7
Vardas8929          Pavarde8929         4.8               4
Vardas8930          Pavarde8930         4.2               6
Vardas8931          Pavarde8931         1.8               4
Vardas8932          Pavarde8932         1.8               4
Vardas8933          Pavarde8933         3.6               4
Vardas8934          Pavarde8934         4.2               6
Vardas8935          Pavarde8935         0.6               5
Vardas8936          Pavarde8936         4.2               6
Vardas8937          Pavarde8937         6                 6
Vardas8938          Pavarde8938         3.6               6
Vardas8939          Pavarde8939         3.6               3
Vardas8940          Pavarde8940         0.6               4
Vardas8941          Pavarde8941         3                 7
Vardas8942          Pavarde8942         4.8               6
Vardas8943          Pavarde8943         6                 6
Vardas8944          Pavarde8944         5.4               5
Vardas8945          Pavarde8945         4.8               4
Vardas8946          Pavarde8946         1.8               3
Vardas8947          Pavarde8947         3                 5
Vardas8948          Pavarde8948         4.8               3
Vardas8949          Pavarde8949         3                 5
Vardas8950          Pavarde8950         3                 5
Vardas8951          Pavarde8951         2.4               7
Vardas8952          Pavarde8952         0.6               3
Vardas8953          Pavarde8953         3.6               5
Vardas8954          Pavarde8954         4.2               3
Vardas8955          Pavarde8955         1.2               5
Vardas8956          Pavarde8956         6                 6
Vardas8957          Pavarde8957         6                 8
Vardas8958          Pavarde8958         2.4               5
Vardas8959          Pavarde8959         6                 3
Vardas8960          Pavarde8960         1.2               5
Vardas8961          Pavarde8961         2.4               5
Vardas8962          Pavarde8962         6                 4
Vardas8963          Pavarde8963         4.2               7
Vardas8964          Pavarde8964         5.4               7
Vardas8965          Pavarde8965         0.6               5
Vardas8966          Pavarde8966         3                 4
Vardas8967          Pavarde8967         3.6               5
Vardas8968          Pavarde8968         4.2               7
Vardas8969          Pavarde8969         2.4               4
Vardas8970          Pavarde8970         2.4               4
Vardas8971          Pavarde8971         0.6               5
Vardas8972          Pavarde8972         4.8               6
Vardas8973          Pavarde8973         1.8               3
Vardas8974          Pavarde8974         2.4               5
Vardas8975          Pavarde8975         0.6               6
Vardas8976          Pavarde8976         4.8               5
Vardas8977          Pavarde8977         5.4               7
Vardas8978          Pavarde8978         2.4               3
Vardas8979          Pavarde8979         3.6               8
Vardas8980          Pavarde8980         1.2               4
Vardas8981          Pavarde8981         6                 4
Vardas8982          Pavarde8982         3.6               3
Vardas8983          Pavarde8983         0.6               3
Vardas8984          Pavarde8984         1.2               7
Vardas8985          Pavarde8985         6                 6
Vardas8986          Pavarde8986         1.2               5
Vardas8987          Pavarde8987         1.2               7
Vardas8988          Pavarde8988         4.2               6
Vardas8989          Pavarde8989         3.6               4
Vardas8990          Pavarde8990         4.2               6
Vardas8991          Pavarde8991         3.6               5
Vardas8992          Pavarde8992         1.2               6
Vardas8993          Pavarde8993         5.4               7
Vardas8994          Pavarde8994         2.4               7
Vardas8995          Pavarde8995         0.6               7
Vardas8996          Pavarde8996         2.4               5
Vardas8997          Pavarde8997         2.4               6
Vardas8998          Pavarde8998         2.4               3
Vardas8999          Pavarde8999         3                 6
Vardas9000          Pavarde9000         5.4               4
Vardas9001          Pavarde9001         1.2               5
Vardas9002          Pavarde9002         2.4               5
Vardas9003          Pavarde9003         1.2               4
Vardas9004          Pavarde9004         1.8               6
Vardas9005          Pavarde9005         4.2               4
Vardas9006          Pavarde9006         5.4               6
Vardas9007          Pavarde9007         3                 4
Vardas9008          Pavarde9008         1.2               5
Vardas9009          Pavarde9009         3.6               7
Vardas9010          Pavarde9010         1.2               5
Vardas9011          Pavarde9011         2.4               2
Vardas9012          Pavarde9012         4.8               4
Vardas9013          Pavarde9013         5.4               7
Vardas9014          Pavarde9014         0.6               5
Vardas9015          Pavarde9015         4.2               3
Vardas9016          Pavarde9016         6                 2
Vardas9017          Pavarde9017         0.6               4
Vardas9018          Pavarde9018         5.4               5
Vardas9019          Pavarde9019         3                 5
Vardas9020          Pavarde9020         4.8               3
Vardas9021          Pavarde9021         6                 4
Vardas9022          Pavarde9022         3                 3
Vardas9023          Pavarde9023         2.4               3
Vardas9024          Pavarde9024         2.4               4
Vardas9025          Pavarde9025         3                 4
Vardas9026          Pavarde9026         1.2               4
Vardas9027          Pavarde9027         0.6               6
Vardas9028          Pavarde9028         5.4               3
Vardas9029          Pavarde9029         3.6               7
Vardas9030          Pavarde9030         5.4               6
Vardas9031          Pavarde9031         3                 7
Vardas9032          Pavarde9032         4.2               7
Vardas9033          Pavarde9033         1.8               6
Vardas9034          Pavarde9034         1.8               5
Vardas9035          Pavarde9035         5.4               3
Vardas9036          Pavarde9036         5.4               6
Vardas9037          Pavarde9037         0.6               6
Vardas9038          Pavarde9038         4.2               7
Vardas9039          Pavarde9039         4.8               4
Vardas9040          Pavarde9040         4.2               4
Vardas9041          Pavarde9041         5.4               5
Vardas9042          Pavarde9042         5.4               4
Vardas9043          Pavarde9043         4.8               5
Vardas9044          Pavarde9044         3                 3
Vardas9045          Pavarde9045         3.6               6
Vardas9046          Pavarde9046         0.6               4
Vardas9047          Pavarde9047         6                 4
Vardas9048          Pavarde9048         1.2               4
Vardas9049          Pavarde9049         1.2               5
Vardas9050          Pavarde9050         1.8               5
Vardas9051          Pavarde9051         2.4               6
Vardas9052          Pavarde9052         4.2               5
Vardas9053          Pavarde9053         1.2               3
Vardas9054          Pavarde9054         2.4               5
Vardas9055          Pavarde9055         5.4               5
Vardas9056          Pavarde9056         3.6               5
Vardas9057          Pavarde9057         4.2               3
Vardas9058          Pavarde9058         2.4               4
Vardas9059          Pavarde9059         1.8               7
Vardas9060          Pavarde9060         1.2               5
Vardas9061          Pavarde9061         2.4               4
Vardas9062          Pavarde9062         2.4               8
Vardas9063          Pavarde9063         3.6               6
Vardas9064          Pavarde9064         4.8               4
Vardas9065          Pavarde9065         2.4               4
Vardas9066          Pavarde9066         1.2               3
Vardas9067          Pavarde9067         5.4               5
Vardas9068          Pavarde9068         3.6               3
Vardas9069          Pavarde9069         3.6               4
Vardas9070          Pavarde9070         0.6               4
Vardas9071          Pavarde9071         4.8               4
Vardas9072          Pavarde9072         1.8               5
Vardas9073          Pavarde9073         3                 5
Vardas9074          Pavarde9074         4.8               7
Vardas9075          Pavarde9075         6                 6
Vardas9076          Pavarde9076         6                 4
Vardas9077          Pavarde9077         3                 3
Vardas9078          Pavarde9078         3                 4
Vardas9079          Pavarde9079         3                 5
Vardas9080          Pavarde9080         0.6               6
Vardas9081          Pavarde9081         4.2               4
Vardas9082          Pavarde9082         5.4               5
Vardas9083          Pavarde9083         3                 5
Vardas9084          Pavarde9084         4.8               6
Vardas9085          Pavarde9085         6                 6
Vardas9086          Pavarde9086         0.6               7
Vardas9087          Pavarde9087         1.8               4
Vardas9088          Pavarde9088         6                 5
Vardas9089          Pavarde9089         5.4               4
Vardas9090          Pavarde9090         3.6               7
Vardas9091          Pavarde9091         3                 5
Vardas9092          Pavarde9092         6                 4
Vardas9093          Pavarde9093         4.2               5
Vardas9094          Pavarde9094         0.6               6
Vardas9095          Pavarde9095         2.4               5
Vardas9096          Pavarde9096         6                 4
Vardas9097          Pavarde9097         2.4               3
Vardas9098          Pavarde9098         1.2               6
Vardas9099          Pavarde9099         0.6               6
Vardas9100          Pavarde9100         0.6               7
Vardas9101          Pavarde9101         3                 4
Vardas9102          Pavarde9102         3.6               5
Vardas9103          Pavarde9103         3.6               5
Vardas9104          Pavarde9104         5.4               4
Vardas9105          Pavarde9105         1.8               6
Vardas9106          Pavarde9106         5.4               6
Vardas9107          Pavarde9107         2.4               4
Vardas9108          Pavarde9108         3.6               6
Vardas9109          Pavarde9109         3.6               5
Vardas9110          Pavarde9110         6                 4
Vardas9111          Pavarde9111         4.2               2
Vardas9112          Pavarde9112         0.6               5
Vardas9113          Pavarde9113         4.2               5
Vardas9114          Pavarde9114         5.4               7
Vardas9115          Pavarde9115         5.4               6
Vardas9116          Pavarde9116         3                 5
Vardas9117          Pavarde9117         1.8               3
Vardas9118          Pavarde9118         3.6               4
Vardas9119          Pavarde9119         3                 5
Vardas9120          Pavarde9120         1.2               4
Vardas9121          Pavarde9121         4.8               4
Vardas9122          Pavarde9122         5.4               4
Vardas9123          Pavarde9123         1.8               3
Vardas9124          Pavarde9124         1.8               4
Vardas9125          Pavarde9125         4.8               4
Vardas9126          Pavarde9126         1.8               7
Vardas9127          Pavarde9127         3.6               6
Vardas9128          Pavarde9128         0.6               4
Vardas9129          Pavarde9129         1.8               3
Vardas9130          Pavarde9130         4.8               5
Vardas9131          Pavarde9131         1.2               6
Vardas9132          Pavarde9132         3.6               5
Vardas9133          Pavarde9133         2.4               5
Vardas9134          Pavarde9134         4.2               7
Vardas9135          Pavarde9135         2.4               4
Vardas9136          Pavarde9136         2.4               6
Vardas9137          Pavarde9137         1.2               6
Vardas9138          Pavarde9138         3.6               4
Vardas9139          Pavarde9139         5.4               4
Vardas9140          Pavarde9140         3                 6
Vardas9141          Pavarde9141         1.8               7
Vardas9142          Pavarde9142         1.2               3
Vardas9143          Pavarde9143         5.4               5
Vardas9144          Pavarde9144         5.4               3
Vardas9145          Pavarde9145         3.6               6
Vardas9146          Pavarde9146         2.4               6
Vardas9147          Pavarde9147         6                 5
Vardas9148          Pavarde9148         4.8               4
Vardas9149          Pavarde9149         2.4               6
Vardas9150          Pavarde9150         5.4               7
Vardas9151          Pavarde9151         6                 3
Vardas9152          Pavarde9152         1.2               6
Vardas9153          Pavarde9153         3.6               4
Vardas9154          Pavarde9154         1.2               5
Vardas9155          Pavarde9155         2.4               6
Vardas9156          Pavarde9156         3.6               4
Vardas9157          Pavarde9157         4.2               3
Vardas9158          Pavarde9158         2.4               6
Vardas9159          Pavarde9159         3.6               4
Vardas9160          Pavarde9160         1.8               5
Vardas9161          Pavarde9161         3                 5
Vardas9162          Pavarde9162         3                 3
Vardas9163          Pavarde9163         2.4               3
Vardas9164          Pavarde9164         1.2               5
Vardas9165          Pavarde9165         1.2               4
Vardas9166          Pavarde9166         3                 6
Vardas9167          Pavarde9167         6                 6
Vardas9168          Pavarde9168         3.6               5
Vardas9169          Pavarde9169         1.2               4
Vardas9170          Pavarde9170         3                 6
Vardas9171          Pavarde9171         3                 4
Vardas9172          Pavarde9172         1.8               3
Vardas9173          Pavarde9173         4.2               3
Vardas9174          Pavarde9174         5.4               5
Vardas9175          Pavarde9175         0.6               5
Vardas9176          Pavarde9176         3.6               5
Vardas9177          Pavarde9177         2.4               7
Vardas9178          Pavarde9178         6                 4
Vardas9179          Pavarde9179         2.4               4
Vardas9180          Pavarde9180         4.2               4
Vardas9181          Pavarde9181         3                 4
Vardas9182          Pavarde9182         3                 4
Vardas9183          Pavarde9183         0.6               3
Vardas9184          Pavarde9184         4.8               7
Vardas9185          Pavarde9185         4.8               6
Vardas9186          Pavarde9186         4.2               5
Vardas9187          Pavarde9187         4.2               5
Vardas9188          Pavarde9188         1.2               3
Vardas9189          Pavarde9189         1.8               5
Vardas9190          Pavarde9190         3                 4
Vardas9191          Pavarde9191         4.8               3
Vardas9192          Pavarde9192         2.4               5
Vardas9193          Pavarde9193         0.6               3
Vardas9194          Pavarde9194         0.6               6
Vardas9195          Pavarde9195         1.8               5
Vardas9196          Pavarde9196         4.2               5
Vardas9197          Pavarde9197         3.6               4
Vardas9198          Pavarde9198         4.2               3
Vardas9199          Pavarde9199         4.8               6
Vardas9200          Pavarde9200         5.4               7
Vardas9201          Pavarde9201         6                 4
Vardas9202          Pavarde9202         1.8               7
Vardas9203          Pavarde9203         3                 5
Vardas9204          Pavarde9204         5.4               6
Vardas9205          Pavarde9205         5.4               4
Vardas9206          Pavarde9206         4.8               5
Vardas9207          Pavarde9207         5.4               5
Vardas9208          Pavarde9208         5.4               7
Vardas9209          Pavarde9209         0.6               6
Vardas9210          Pavarde9210         5.4               5
Vardas9211          Pavarde9211         3.6               4
Vardas9212          Pavarde9212         0.6               4
Vardas9213          Pavarde9213         0.6               5
Vardas9214          Pavarde9214         2.4               5
Vardas9215          Pavarde9215         5.4               4
Vardas9216          Pavarde9216         4.8               4
Vardas9217          Pavarde9217         4.2               3
Vardas9218          Pavarde9218         0.6               6
Vardas9219          Pavarde9219         4.8               5
